"","SADR010324.jpg","SADR010493.jpg","SADR010555.jpg","SADR010557.jpg","SADR010560.jpg","SADR010568.jpg","SADR010571.jpg","SADR010595.jpg","SADR010597.jpg","SADR010600.jpg","SADR010606.jpg","SADR010608.jpg","SADR010688.jpg","SADR010771.jpg","SADR010891.jpg","SADR010901.jpg","SADR010903.jpg","SADR010907.jpg","SADR010911.jpg","SADR010985.jpg","SADR010987.jpg","SADR010988.jpg","SADR010990.jpg","SADR010991.jpg","SADR010993.jpg","SADR011004.jpg","SADR011075.jpg","SADR011076.jpg","SADR011077.jpg","SADR011090.jpg","SADR011104.jpg","SADR011135.jpg","SADR011296.jpg","SADR011508.jpg","SADR011815.jpg","SADR011829.jpg","SADR011830.jpg","SADR011831.jpg","SADR011834.jpg","SADR011835.jpg","SADR020634.jpg","SADR020702.jpg","SADR020704.jpg","SADR020738.jpg","SADR020749.jpg","SADR020865.jpg","SADR020881.jpg","SADR020923.jpg","SADR020945.jpg","SADR020952.jpg","SADR020953.jpg","SADR020954.jpg","SADR020963.jpg","SADR020966.jpg","SADR020971.jpg","SADR020974.jpg","SADR020976.jpg","SADR020994.jpg","SADR021073.jpg","SADR021088.jpg","SADR021090.jpg","SADR021098.jpg","SADR021137.jpg","SADR021195.jpg","SADR021208.jpg","SADR021282.jpg","SADR021398.jpg","SADR021423.jpg","SADR021441.jpg","SADR021525.jpg","SADR021628.jpg","SADR021655.jpg","SADR021656.jpg","SADR021658.jpg","SADR021663.jpg","SADR021664.jpg","SADR021666.jpg","SADR021670.jpg","SADR021680.jpg","SADR021802.jpg","SADR021834.jpg","SADR021843.jpg","SADR021848.jpg"
"SADR010324.jpg",0,0.97160346750802,0.949908747030602,0.77256107788049,0.348758288098734,0.882890357106718,0.958982000858469,0.468027326330141,0.98212071276826,0.96556199417574,0.786174569534293,0.970901778668592,0.85018645425435,0.890750950441522,0.928321531172973,0.897575167946809,0.484595113227415,0.806310293611752,0.975234323483123,1.01554108184752,0.256299822730588,0.523391248384826,0.890488152097146,0.859100479554806,0.24155788850706,0.272323773942419,0.925392979940983,0.647137462878016,0.696388164885091,0.406040106562127,0.916739657297794,0.20593506431805,0.780306081939081,0.787841571909839,0.867185939236073,0.864052142878866,0.741870547171496,0.695950310086503,0.764566808022191,0.777747213106443,0.815757628883275,0.939104890163456,0.929078186429184,0.603269018951406,0.840163921973019,0.851796954300321,0.834940250443864,0.899108084856215,0.942033150547192,0.779072039166488,0.705484052349693,0.695105552738198,0.632477586665462,0.78490556648841,0.80612452648606,0.981294197544393,0.923965078448533,0.781454969555163,0.898929892782137,0.857972422499997,0.813500046967272,0.71777580256746,0.874039445578849,0.815259544068301,0.906863325249826,0.830360304307296,0.803362642686335,0.715301255010077,0.700743369423648,0.602575168236833,0.827859050688594,0.784897874078882,0.774622775966982,0.74812863410261,0.651303296691265,0.570141056340457,0.833684433457202,0.841601661466058,0.470190035434434,0.953387522363964,0.615671825126398,0.400823789696111,1.01436858776934
"SADR010493.jpg",0.97160346750802,0,0.891655734691426,0.882036756298989,0.717799870403603,0.660831371640883,0.678549080712339,0.793731663267607,0.842662746113788,0.692667867009498,0.779755808938526,0.584758146020452,0.887370285344191,0.745374976912276,0.582413320779806,1.01527172805814,0.871525880394798,0.495524680160567,0.880148629631094,1.08541051202924,0.90835678947481,0.790040444737896,0.609475951288563,0.6617997710405,0.88533045234119,0.901333255970055,0.896064246364915,0.782500465144427,0.828308468606575,0.720183555634054,0.63356453283007,0.841753885011768,0.707982379472951,0.376739203346809,0.91530297855985,0.885322740959425,0.740110389115975,0.85185564308046,0.842688920384139,0.555069415962294,0.868409151389088,0.938915319612995,0.894627437668532,0.798528027567153,0.804714195462345,0.896631031636372,0.815356213826653,0.922605500631067,0.773277295838854,0.720129224909884,0.347625735101256,0.688346668227945,0.858931576907956,0.890119904439228,0.676280003835774,0.862343124126808,0.83906633477782,0.903114400193776,0.847880274524738,0.885280921359016,0.85090356617687,0.818567893937546,0.849200014879276,0.898614891468227,0.858300353420127,0.904626913068976,0.435460274383046,0.846314964459491,0.874867159819082,0.402098889388709,0.829911340410843,0.776129945879245,0.895662952327201,0.916449456996698,0.859617839562417,0.872188562172965,0.921141269003574,0.84589508877072,0.824792746961975,0.818989909785615,0.786675377396789,0.842856909686799,0.788669131669122
"SADR010555.jpg",0.949908747030602,0.891655734691426,0,0.946034781972056,0.719733994149184,0.951598349357328,0.720175687747238,1.05351864934634,0.218602242984753,0.61115281340734,0.880210150800616,0.850787018546579,0.767446320482403,0.859452572642509,0.522798174356521,0.526309718350246,1.02327135400795,0.862940469272472,0.2791449398002,0.778913120500962,1.01345995003957,0.934835436200012,0.43761797541762,0.694478789562814,1.01045765439923,0.995880640396729,0.161721577362849,0.721629898879829,0.750312293558806,0.981328822513316,0.935015056299163,0.991831513742734,0.314942365780022,0.952696539232981,0.896481683336574,0.816871603647372,0.828781784205217,0.955362801718291,0.890254962646281,0.924024207842287,0.848027140871729,0.253298000955462,0.230518080584874,0.843429437766287,0.255227685393483,0.677253454836525,0.873630462183083,0.53864546597357,0.839105536994954,0.346032984642762,0.915350750796156,0.878735258508242,0.537700756045309,0.654127829188799,0.881123588800054,0.23310997597812,0.745072256615214,0.918903423250836,0.642012170605106,0.887958140769062,0.849899168608629,0.844281614207212,0.928988506904945,0.284265611302262,1.07694371852463,0.851239937122948,0.783434115331058,0.895509249817361,0.935288048812391,0.956283632249638,0.161266707481182,0.412615006522886,0.855248618168168,0.879925449365775,0.891441856628867,0.979199496137266,0.984954787313954,0.154898239742848,0.972619896590234,0.946623442566298,1.02412817449654,0.912190396204594,0.971924028296186
"SADR010557.jpg",0.77256107788049,0.882036756298989,0.946034781972056,0,0.618667002805671,0.950135974130257,0.812499406197649,0.46266031615223,0.962249157176629,0.950562361824836,0.510911083421306,0.90377948048131,0.573072171050133,0.666546040746698,0.891988571139602,1.00517467472941,0.399832541285932,0.665102677455141,0.952180464607107,1.12813303512184,0.891405493562817,0.280113233801707,0.843356017263122,1.0372265745819,0.621115745574365,0.586423435745932,0.946107440099232,0.278828050500987,0.238075265249652,0.44430910611101,0.891938452377325,0.783470839611968,0.702955763097894,0.669743649433204,0.116678788873194,0.564710688872637,0.455135810235524,0.25010375800419,0.476920375462326,0.572486359149527,0.533661050404627,0.945309569367175,0.948945287303796,0.250864467128959,0.756934677835432,0.569263197459348,0.580512870380357,1.04147084672268,0.79026875272268,0.766563874284876,0.657346703816358,0.805329042671147,0.859799126224058,1.03280448825793,0.589716457427923,0.963070981403913,0.731388822179859,0.330730407697601,0.644587469033851,0.577478261910843,0.541725292927175,0.333918557583404,0.609110575669482,0.76236564202417,0.766504967624802,0.502285202664532,0.667039309645459,0.264946360476965,0.115344796928113,0.746779344647089,0.796265827239952,0.903731480172022,0.109518073013234,0.146588994330173,0.198975853022517,0.301126310012969,0.196963547078915,0.809684172788577,0.406056741151446,0.409566696856991,0.390757602886516,0.456434535329224,0.573625127841581
"SADR010560.jpg",0.348758288098734,0.717799870403603,0.719733994149184,0.618667002805671,0,0.568986727909224,0.848441736592443,0.478547155775338,0.738393607694157,0.746657369219136,0.704568533234549,0.85468072964786,0.773115550870149,0.771553241252311,0.673460305806455,0.708873537165216,0.470271217785541,0.520220429089413,0.786929944493196,0.744539437442888,0.341856621797227,0.446262641203605,0.626903738165921,0.569955742281589,0.320159044017389,0.335777320410355,0.710308392377779,0.496437062791406,0.553787703567704,0.321208246287373,0.696211099801092,0.292856360029806,0.625126870960799,0.532958019721885,0.678083095702773,0.787608511924587,0.609815494246118,0.572420484694911,0.631898104384123,0.607020607787142,0.701694600764529,0.715080993388317,0.702068478053667,0.462549337994404,0.643115265982418,0.774202478042666,0.717937560617945,0.698162348545097,0.809802078223567,0.655185750239006,0.543228169374268,0.369201553008705,0.487416014614416,0.591409744670946,0.658814128639424,0.752078030361084,0.794766044546923,0.684080434198028,0.800331053578679,0.786518772085654,0.747783820650703,0.654242681876672,0.765324845467157,0.639475799054066,0.855735415659262,0.766955821402532,0.624001867702569,0.633834567924052,0.593595326588379,0.358806022534742,0.593782563258023,0.573287346571067,0.633208153548897,0.62350743212172,0.548778314112671,0.519484842878201,0.652726078455575,0.633471879516541,0.515731011854001,0.697281279654722,0.520066637582901,0.39905853968522,0.769903949354492
"SADR010568.jpg",0.882890357106718,0.660831371640883,0.951598349357328,0.950135974130257,0.568986727909224,0,0.801112464634297,0.772754356187406,0.906885006715046,0.675661293451053,0.880905283427499,0.758589776708955,0.978615052255929,0.79895542166462,0.670966576002295,1.01032642176336,0.835989868568445,0.336438116154881,0.982911484984251,0.87947397036146,0.806018103793643,0.812915906630764,0.660705380936867,0.671846214116534,0.791934246785312,0.815672961192853,0.952590388612808,0.841488888204224,0.891219278220431,0.688500010769027,0.449231498715719,0.743806396717797,0.848481557393459,0.393994674832986,0.987200506797094,0.986395431965194,0.79519819068267,0.899859086003532,0.83146342566326,0.536846073376043,0.913225566808424,0.970941266492794,0.923825683064129,0.820742457783951,0.861298665462776,0.988394823712366,0.866918559042143,0.921489784000642,0.775616386470005,0.863182359924141,0.601037366857792,0.213460306529363,0.836516151619992,0.86385195625673,0.635348314682143,0.906160910106253,0.850806766701204,0.984116950883408,0.944432830133338,0.985620657006902,0.953391731212527,0.935312121294001,0.905203059310515,0.974503916007406,0.912754599747725,1.00579976276009,0.506724316020223,0.946634826048206,0.940858635897098,0.423474303244526,0.882600745825199,0.790001792721153,0.968212006047064,0.970048730833093,0.904874070281796,0.879002858183287,0.966051859196963,0.923267275923135,0.86687210310001,0.883155315349556,0.823804965548523,0.825675829503388,0.840494762400635
"SADR010571.jpg",0.958982000858469,0.678549080712339,0.720175687747238,0.812499406197649,0.848441736592443,0.801112464634297,0,1.01238150835204,0.674570950344754,0.599691041545907,0.515763712034522,0.17485449717175,0.608829483297434,0.299554955072758,0.494698918304368,0.942582923691724,1.00221764709732,0.577935977625099,0.674610409465706,1.06082535410777,0.931860583394023,0.821939708161858,0.505629030365657,0.747007455503419,0.922674629916497,0.942233920789016,0.778576133072382,0.687173083454552,0.691376592123299,0.805634126606707,0.650463832715054,0.890183185093833,0.596094445435289,0.503085534164354,0.842871720422139,0.626364352944461,0.509962511718906,0.708191690977653,0.677850624796039,0.470914729172016,0.609852654093377,0.807278148605307,0.807448050210927,0.796121038530145,0.554210824695941,0.629977863405523,0.506215341634935,0.913011163882313,0.274139952509401,0.754418943041311,0.499840266504266,0.811223909368723,0.841806012851537,0.909618913523893,0.506881270130653,0.665704335290865,0.309885081167666,0.714323731852106,0.545027190001368,0.611509281344356,0.57577464560321,0.65637154195876,0.573556305768976,0.816808736130944,0.66755145338736,0.67006086465021,0.362087451106118,0.713756104884012,0.830966857517292,0.714294826204685,0.689676066050598,0.75804417001792,0.860223329005852,0.832453469054357,0.90677972654852,0.929849326568161,0.90005322652713,0.679887472056587,0.893060312781789,0.879524925676759,0.978100525272274,0.902017747738546,0.886383835666772
"SADR010595.jpg",0.468027326330141,0.793731663267607,1.05351864934634,0.46266031615223,0.478547155775338,0.772754356187406,1.01238150835204,0,1.0632169584782,1.02362241304559,0.834273633125924,1.03513724391296,0.866431196771818,0.940546815130788,0.949627015805454,1.00639890061475,0.246130774760569,0.745309261159934,1.07504145775454,1.07657800514917,0.619290609507562,0.516936239191975,0.925445213361501,0.918012308168076,0.471158738792058,0.420466019254587,1.03381595451951,0.660247088588157,0.641888467816218,0.570857912012835,0.922248028673273,0.549551633668209,0.864456747086139,0.754134523829015,0.475511367384768,0.870694539197083,0.810696758555383,0.668241506934941,0.811357235299968,0.831634401368326,0.845394030465982,1.0413716287808,1.03462572655646,0.583232361240145,0.937621898018045,0.864368910756537,0.883153804117533,1.02128796269141,0.995889619552826,0.865528917045303,0.707048447725686,0.658168522061321,0.768330060806886,0.941173131412236,0.873046133742326,1.08058090143824,0.974698500648151,0.700981798927813,0.93222859400361,0.873178400104303,0.840067215433018,0.709169237952717,0.899942520959819,0.852758414715343,0.832767018016802,0.82043946210622,0.842921908001588,0.655523147271891,0.506987659754968,0.626584161572867,0.922772225672638,0.908382131978757,0.437902991381085,0.519080444409833,0.34984045069487,0.39044419126223,0.425873055243204,0.93328003984843,0.420904995630766,0.522621188274047,0.184090502788751,0.434618759400207,0.590429756726456
"SADR010597.jpg",0.98212071276826,0.842662746113788,0.218602242984753,0.962249157176629,0.738393607694157,0.906885006715046,0.674570950344754,1.0632169584782,0,0.462913780795469,0.882553467828315,0.792629115690509,0.780076666269479,0.85527941560979,0.336209955235943,0.632760522921969,1.04124578340911,0.856229874948833,0.230330566741207,0.777218950347522,1.01758460005099,0.944970096781271,0.273119865086358,0.510840748973341,1.03017717702026,1.01699846247103,0.295172937182364,0.735378544978265,0.769399458352622,0.988520141093305,0.903930886470928,1.00151418139148,0.296974412118656,0.946723425762695,0.91778259754674,0.825157057819705,0.831675125898235,0.96607294810067,0.898807784369476,0.922272052582665,0.858205597687006,0.370790181948077,0.337582422582474,0.856100882619122,0.313178684987223,0.698770264057786,0.876406432629325,0.525725250967466,0.820858620123271,0.378336133808204,0.908914333778086,0.866410978027319,0.582825638513048,0.606300646627388,0.880248738440936,0.172124575507228,0.738590396202982,0.937672146210747,0.632203501976045,0.895498524953849,0.857028203805389,0.855101605747348,0.920427009850459,0.474024251363526,1.04489353202159,0.867457953526003,0.773310115482046,0.908802189648517,0.953034144397576,0.946661399033849,0.312260336624436,0.370762223673866,0.881797568923133,0.904818019303219,0.913692796238575,0.996973157275945,1.00322910530945,0.329718419044421,0.987293895519872,0.940753743397179,1.03418610152041,0.931300586244076,0.945886818154191
"SADR010600.jpg",0.96556199417574,0.692667867009498,0.61115281340734,0.950562361824836,0.746657369219136,0.675661293451053,0.599691041545907,1.02362241304559,0.462913780795469,0,0.808645550975623,0.621308021636011,0.847877765121865,0.686919898094243,0.334215920544183,0.852327093058236,1.01751823392594,0.608106342670338,0.649100215187321,0.613751913185967,0.946294692066862,0.891737296091119,0.265894234659171,0.575709779332061,0.945588219904171,0.953987415549054,0.665496595822063,0.781042908427719,0.820807643590518,0.864743474380853,0.630516286085873,0.911736101255607,0.679982292686828,0.697997473416853,0.956408328194589,0.870096619786243,0.731055804231377,0.895357763614355,0.792275196272664,0.680150983694984,0.823567004054334,0.687041558873492,0.63566222579321,0.842702030420644,0.627808122475975,0.846482163193729,0.777608007217056,0.763985640104745,0.595447255140377,0.752426864423732,0.713047850845706,0.69288775628747,0.790782423654825,0.806089060432225,0.650679250985185,0.418474102196681,0.625873439158376,0.933406914851948,0.773260152652725,0.888259064630421,0.852152610216702,0.868237391757645,0.815880235660622,0.850703862382002,0.831333586999316,0.910449398797544,0.536306705609008,0.904152564956255,0.953285016292335,0.775600837276993,0.675005945729754,0.62318320807854,0.953259411072734,0.944840985430555,0.9594856838595,0.980115733181898,0.995874058176706,0.709828019637359,0.962812389468585,0.90326160486168,1.01036125560535,0.922936828556343,0.848505511604036
